     source_id target_id   weight
    10   2182 13.000000
    10   2184 5.000000
    10   2187 5.000000
    10   2194 7.000000
    10   2209 12.000000
    10   2210 16.000000
    10   2224 11.000000
    10   2245 7.000000
    10   2246 6.000000
    10   2251 10.000000
    10   2252 11.000000
    10   2254 5.000000
    10   2279 6.000000
    10   2390 5.000000
    10   2511 11.000000
    10   2512 13.000000
    10   2535 7.000000
    10   2585 8.000000
    10   2644 6.000000
    10   2730 5.000000
    10   2769 8.000000
    10   2785 9.000000
    10   3004 14.000000
    10   3051 5.000000
    10   3055 7.000000
    10   3056 9.000000
    10   3091 16.000000
    10   3129 5.000000
    10   3257 9.000000
    10   3260 5.000000
    10   3261 5.000000
    10   3262 5.000000
    10   3263 5.000000
    10   3264 9.000000
    10   3265 5.000000
    10   3276 6.000000
    10   3284 6.000000
    10   3481 8.000000
    10   3615 6.000000
    10   3676 6.000000
    10   3718 12.000000
    10   3719 12.000000
    10   3730 9.000000
    10   3736 5.000000
    10   3737 5.000000
    10   3738 5.000000
    10   3739 5.000000
    10   3744 5.000000
    10   3745 5.000000
    10   3746 5.000000
    10   3747 6.000000
    10   3748 6.000000
    10   3749 6.000000
    10   3750 6.000000
    10   3751 6.000000
