     source_id target_id    weight
    18     38 13.000000
    18     39 23.000000
    18     43 11.000000
    18     45 14.000000
    18     47 10.000000
    18     81 17.000000
    18     83 11.000000
    18     88 12.000000
    18     95 10.000000
    18    107 26.000000
    18    112 52.000000
    18    121 21.000000
    18    168 31.000000
    18    179 18.000000
    18    199 23.000000
    18    201 15.000000
    18    218 20.000000
    18    220 12.000000
    18    262 11.000000
    18    313 14.000000
    18    314 10.000000
    18    347 20.000000
    18    354 17.000000
    18    355 31.000000
    18    360 12.000000
    18    362 15.000000
    18    365 13.000000
    18    409 15.000000
    18    447 12.000000
    18    453 10.000000
    18    473 14.000000
    18    474 14.000000
    18    486 10.000000
    18    523 13.000000
    18    525 38.000000
    18    526 11.000000
    18    527 10.000000
    18    528 12.000000
    18    529 13.000000
    18    530 10.000000
    18    531 12.000000
    18    532 17.000000
    18    533 17.000000
    18    537 16.000000
    18    538 21.000000
    18    539 19.000000
    18    542 46.000000
    18    544 12.000000
    18    626 14.000000
    18    628 10.000000
    18    722 11.000000
    18    908 12.000000
    18    909 11.000000
    18   1209 11.000000
    18   1211 21.000000
    18   1216 16.000000
    18   1245 13.000000
    18   1250 10.000000
    18   1257 17.000000
    18   1317 12.000000
    18   1321 30.000000
    18   1327 20.000000
    18   1344 12.000000
    18   1472 11.000000
    18   1485 18.000000
    18   1486 13.000000
    18   1524 13.000000
    18   1538 32.000000
    18   1941 17.000000
    18   1945 28.000000
    18   1957 19.000000
    18   1965 21.000000
    18   1967 33.000000
    18   1993 14.000000
    18   2210 12.000000
    18   2224 14.000000
    18   2251 12.000000
    20     20 47.000000
    20     29 72.000000
    20     39 28.000000
    20     47 14.000000
    20     61 25.000000
    20     76 19.000000
    20     81 18.000000
    20     83 12.000000
    20     95 14.000000
    20    112 64.000000
    20    128 17.000000
    20    130 24.000000
    20    167 14.000000
    20    168 10.000000
    20    179 26.000000
    20    199 33.000000
    20    201 18.000000
    20    354 14.000000
    20    355 28.000000
    20    360 16.000000
    20    362 19.000000
    20    377 11.000000
    20    397 10.000000
    20    421 20.000000
    20    451 15.000000
    20    473 40.000000
    20    484 21.000000
    20    485 13.000000
    20    486 19.000000
    20    525 38.000000
    20    542 14.000000
    20    593 12.000000
    20    626 25.000000
    20    628 18.000000
    20    696 15.000000
    20    709 11.000000
    20    786 11.000000
    20    880 10.000000
    20    908 12.000000
    20    909 13.000000
    20    910 26.000000
    20   1036 17.000000
    20   1281 34.000000
    20   1285 10.000000
    20   1287 16.000000
    20   1478 13.000000
    20   1485 21.000000
    20   1486 18.000000
    20   1488 22.000000
    20   1538 23.000000
    20   1819 17.000000
    20   1928 35.000000
    20   1929 13.000000
    20   1941 18.000000
    20   1945 42.000000
    20   1948 11.000000
    20   1949 10.000000
    20   1958 10.000000
    20   1964 30.000000
    20   1965 23.000000
    20   1967 28.000000
    20   1969 32.000000
    20   1970 38.000000
    20   1971 14.000000
    20   1972 20.000000
    20   1973 10.000000
    20   1976 11.000000
    20   1977 14.000000
    20   1985 17.000000
    20   1986 12.000000
    20   1993 10.000000
    20   2015 11.000000
    20   2156 12.000000
    20   2160 12.000000
    20   2182 14.000000
    20   2209 26.000000
    20   2210 40.000000
    20   2217 10.000000
    20   2223 10.000000
    20   2224 35.000000
    20   2251 22.000000
    20   2252 23.000000
    20   2339 11.000000
    20   2352 12.000000
    20   2366 17.000000
    22     22 29.000000
    22     23 30.000000
    22     24 12.000000
    22     25 37.000000
    22     26 14.000000
    22     27 15.000000
    22     29 11.000000
    22     45 10.000000
    22     56 10.000000
    22     73 10.000000
    22     74 17.000000
    22    107 16.000000
    22    136 26.000000
    22    235 13.000000
    22    244 13.000000
    22    246 15.000000
    22    247 25.000000
    22    248 42.000000
    22    252 11.000000
    22    253 122.000000
    22    259 17.000000
    22    260 12.000000
    22    261 16.000000
    22    262 12.000000
    22    283 15.000000
    22    289 10.000000
    22    291 11.000000
    22    701 18.000000
    22    702 10.000000
    22    703 10.000000
    23     25 14.000000
    23     74 10.000000
    23     77 13.000000
    23    107 10.000000
    23    136 10.000000
    23    247 10.000000
    23    248 16.000000
    23    253 38.000000
    25    136 11.000000
    25    261 10.000000
    29     29 19.000000
    29     32 12.000000
    29     39 34.000000
    29     61 16.000000
    29     67 11.000000
    29     68 15.000000
    29     72 11.000000
    29     73 17.000000
    29     74 32.000000
    29     77 40.000000
    29     81 10.000000
    29     83 12.000000
    29     95 12.000000
    29    107 10.000000
    29    112 39.000000
    29    130 17.000000
    29    199 21.000000
    29    201 13.000000
    29    218 23.000000
    29    253 22.000000
    29    418 11.000000
    29    421 11.000000
    29    425 10.000000
    29    484 18.000000
    29    486 15.000000
    29    595 13.000000
    29    709 10.000000
    29    910 22.000000
    29   1354 16.000000
    29   1434 11.000000
    29   1640 12.000000
    29   1923 13.000000
    29   1928 21.000000
    29   1972 20.000000
    29   1977 11.000000
    29   1985 11.000000
    29   2160 13.000000
    29   2182 14.000000
    29   2224 21.000000
    29   2251 18.000000
    29   2252 18.000000
    29   2336 12.000000
    29   2352 16.000000
    29   2358 12.000000
    29   2362 18.000000
    29   2389 20.000000
    29   2403 11.000000
    31     68 10.000000
    32     38 10.000000
    32     39 14.000000
    32     77 10.000000
    32    121 11.000000
    32    141 11.000000
    32    168 13.000000
    32    253 23.000000
    32    474 13.000000
    32    694 12.000000
    32   1273 17.000000
    37     68 15.000000
    38     39 14.000000
